names	A_loading	corrs	color
c.10.HSPA1B	1	0.476917100058065	Red
c.10.DNAJB1	1	0.425523293841762	Red
c.10.TXNIP	0.494074663656014	0.635889466744086	Red
c.10.DUSP1	0.442697747436362	0.273955119576733	Red
c.9.HSPA1B	0.409121149574748	0.253920245966988	Red
c.10.KLF6	0.381301726312935	0.632405140898913	Red
c.9.DNAJB1	0.35895377432313	0.145470604035976	Red
c.9.HSPB1	0.338882962298582	0.214721580208791	Red
c.17.HSPA6	0.249508595725619	0.148973382962716	Red
c.10.JUN	0.216224888561826	0.013066221919399	Red
c.2.CLU	0.175722704574752	-0.569687275685798	Blue
c.7.CCL20	0.164331283837599	0.500001722234565	Red
c.7.LYZ	0.0707412729150433	0.344077177210841	Red
c.11.FABP5	0.186681640017845	0.279617149075139	Red
