names	A_loading	corrs	color
c.9.HSPA1A	1	0.169425344221541	Red
c.9.HSP90AA1	1	0.173780751528007	Red
c.13.RERGL	0.0640845209902505	-0.135188361391115	Blue
c.13.ACTC1	0.0640706932760397	-0.0234807720362268	Blue
c.13.ZFP36	0.0617722541287644	-0.0805750351696274	Blue
c.13.SLMAP	0.0498615065039368	-0.225610098474957	Blue
c.13.MYLK	0.0468645048846329	0.0566202949840625	Red
c.4.XIST	0.0447023340626347	0.121683964462038	Red
c.10.CACYBP	0.0435958002285943	0.0884147683212668	Red
c.17.CCL4L2	0.0403193906131595	-0.0141859463535645	Blue
c.3.SLPI	0.0252357446265178	-0.649391229394132	Blue
c.3.TPPP3	0.0266986666966407	-0.638502711127966	Blue
c.10.FOS	0.0237432669563073	0.636325007474733	Red
c.10.TXNIP	0.00874583766199344	0.635889466744086	Red
c.3.DIO2	0.0156654862164905	0.633276222360207	Red
c.10.KLF6	0.0110452468808078	0.632405140898913	Red
c.3.TNC	0.0190251362182955	0.621516622632747	Red
c.4.CXCL3	0.0255254402032549	0.607579319252055	Red
c.3.TNXB	0.0169516902388477	-0.604094993406882	Blue
c.5.IGFBP5	0.0233793881473122	-0.597126341716536	Blue
