names	A_loading	corrs	color
c.0.HSPA1A	1	0.17987832175706	Red
c.0.HSPA1B	1	0.201219817558745	Red
c.12.HSPD1	0.0288904065741985	-0.00348432584517308	Blue
c.10.HSPH1	0.0251782841345461	0.222125772629784	Red
c.10.HSPA6	0.0241346293941976	0.182140568131479	Red
c.16.CCL2	0.0240093193593651	0.0479094803711298	Red
c.0.FLG2	0.0206315467174122	-0.190766840023226	Blue
c.17.IFITM1	0.0201815122221275	-0.013513518649356	Blue
c.9.HSPA6	0.0194740610948365	0.0230836587242716	Red
c.8.APOD	0.0190943557479674	0.0413763694114303	Red
c.3.SLPI	0.00299966399400684	-0.649391229394132	Blue
c.3.TPPP3	0.00026398031281663	-0.638502711127966	Blue
c.10.FOS	0.00361076130996792	0.636325007474733	Red
c.10.TXNIP	0.000902086924087182	0.635889466744086	Red
c.3.DIO2	0.00146847488696576	0.633276222360207	Red
c.10.KLF6	0.00143939766110487	0.632405140898913	Red
c.3.TNC	0.00199199508653079	0.621516622632747	Red
c.4.CXCL3	0.00030307893304372	0.607579319252055	Red
c.3.TNXB	0.00191882254198163	-0.604094993406882	Blue
c.5.IGFBP5	0.000626772253908625	-0.597126341716536	Blue
