names	A_loading	corrs	color
c.2.ISG15	1	0.254355786697635	Red
c.2.IFI6	1	0.23040104651207	Red
c.5.TM4SF1	0.0235996618889034	-0.26655092715574	Blue
c.2.IFI44L	0.0212969389874344	0.195122247329692	Red
c.14.IFI27	0.0173479760826755	0.307927296567171	Red
c.1.NEAT1	0.0152928743509808	0.252613623775048	Red
c.13.PTGDS	0.0147772175990703	0.0241391114391116	Red
c.16.IFI27	0.0131032080973132	0.322735681409156	Red
c.14.FOS	0.0124954381298497	0.496080892206517	Red
c.0.S100A7	0.0124197434581105	0.13066221919399	Red
c.3.SLPI	0.00774778296950304	-0.649391229394132	Blue
c.3.TPPP3	0.00915468939129696	-0.638502711127966	Blue
c.10.FOS	0.00625434319370832	0.636325007474733	Red
c.10.TXNIP	0.00584534962546407	0.635889466744086	Red
c.3.DIO2	0.000923386763792322	0.633276222360207	Red
c.10.KLF6	0.00790303569251151	0.632405140898913	Red
c.3.TNC	0.00380903938368975	0.621516622632747	Red
c.4.CXCL3	0.0106485570935385	0.607579319252055	Red
c.3.TNXB	0.00485498505464116	-0.604094993406882	Blue
c.5.IGFBP5	0.00902639432367315	-0.597126341716536	Blue
