names	A_loading	corrs	color
c.2.HLADRB5	1	0.43321697710501	Red
c.7.HLADRB5	1	0.412920217641401	Red
c.9.HLADRB5	1	0.231558293555877	Red
c.15.CXCL2	0.0330111077948396	0.229289734114576	Red
c.1.CXCL14	0.0168073495429699	0.0169860884952187	Red
c.3.PLA2G2A	0.0151108880412279	-0.0313589326065577	Blue
c.17.IFNG	0.0111667277599991	0.0949478792809663	Red
c.13.CFD	0.00933094796331988	-0.114078716683161	Blue
c.0.HES1	0.00631279204545028	0.162021151800548	Red
c.5.HSPA6	0.00515983981544371	0.0470383989098365	Red
c.3.SLPI	0.00135665349111346	-0.649391229394132	Blue
c.3.TPPP3	0.000929904288071996	-0.638502711127966	Blue
c.10.FOS	0.00144671071128107	0.636325007474733	Red
c.10.TXNIP	0.000149548705765769	0.635889466744086	Red
c.3.DIO2	0.000835814651184111	0.633276222360207	Red
c.10.KLF6	0.000293676519736835	0.632405140898913	Red
c.3.TNC	0.00170360085101975	0.621516622632747	Red
c.4.CXCL3	0.00118783764401773	0.607579319252055	Red
c.3.TNXB	0.000678343459212974	-0.604094993406882	Blue
c.5.IGFBP5	0.00181959862764277	-0.597126341716536	Blue
