names	A_loading	AUCs	corrs	color
X_NA_1269.744_635.879_p	1	0.603305785123967	0.179116001417977	Red
X_NA_1132.766_567.39_p	1	0.553719008264463	0.0931403207373483	Red
X_C16.H31.N5_293.257_294.264_p.1	0.00974119611733842	0.512396694214876	0.0214939201701573	Red
X_C2.H4.N8.O2.S_204.018_205.025_p	0.00926449807605086	0.446280991735537	-0.0931403207373483	Blue
X_C.H2.N9.O4.P3_296.945_338.978_p	0.00853033537566968	0.214876033057851	-0.494360163913618	Blue
Trifluoroacetic.acid_C2.H.F3.O2_113.993_112.986_n.1	0.00796714374383346	0.272727272727273	-0.39405520311955	Blue
X_C7.H6.O15.P2.S_423.89_424.897_p	0.00765987711497993	0.256198347107438	-0.422713763346427	Blue
X.3S..3...1.3.Dihydroxypentyl.oxy..4..trimethylammonio.butanoate_C12.H25.N.O5_263.173_264.181_p	0.00759787570741393	0.322314049586777	-0.308079522438921	Blue
X4.hydroxy.3..3.methylbut.2.enyl.benzamide_C12.H15.N.O2_205.11_206.118_p	0.0074626283477022	0.239669421487603	-0.451372323573303	Blue
X.R..4.ethoxy.2.hydroxy.4.oxobutanoic.acid_C6.H10.O5_162.053_161.046_n	0.00723501955691505	0.553719008264463	0.0931403207373483	Red
Ampelomin.B_C7.H12.O3_144.079_145.086_p	0.00170409094963385	0.859504132231405	0.623323684934561	Red
X_NA_146.997_148.004_p	0.0018252953212596	0.826446280991736	0.566006564480809	Red
X_C4.H10.N4.O4_178.07_177.063_n	0.00122814913695667	0.826446280991736	0.566006564480809	Red
X_C3.H4.N2.O3_116.022_115.015_n	0.00296074728736863	0.809917355371901	0.537348004253932	Red
X_C7.H14.N4.O4_218.101_219.109_p	0.00155708608661186	0.809917355371901	0.537348004253932	Red
Creatine_C4.H9.N3.O2_131.069_132.077_p	0.00337901805115164	0.801652892561983	0.523018724140494	Red
X_C6.H3.N2.O7.P_245.967_268.957_p	0.000759569002294819	0.793388429752066	0.508689444027056	Red
X_C7.H15.Cl.N4.O3_238.083_239.091_p.2	0.000354729159489648	0.785123966942149	0.494360163913618	Red
X_C8.H15.Cl.N2.O3_222.077_223.084_p.3	0.000754859740957911	0.776859504132231	0.480030883800179	Red
Hypoxanthine_C5.H4.N4.O_136.038_137.046_p.1	0.00223791859069774	0.752066115702479	0.437043043459865	Red
