names	A_loading	AUCs	corrs	color
X_C9.H4.N.O.P_173.004_174.011_p	1	0.652892561983471	0.265091682098607	Red
X_C4.H8.N3.O5.P.S_240.991_241.999_p	1	0.669421487603306	0.293750242325483	Red
X_C4.H13.N3.O5.P2.S2_308.979_309.986_p	1	0.644628099173554	0.250762401985168	Red
X_C9.H10.N5.O4.P3.S_376.966_377.973_p	1	0.652892561983471	0.265091682098607	Red
X_C7.H10.N7.O8.P3.S_444.953_445.961_p	1	0.669421487603306	0.293750242325483	Red
X_C9.H14.N3.O14.P3.S_512.941_513.948_p	1	0.644628099173554	0.250762401985168	Red
Prometryn_C10.H19.N5.S_241.135_240.128_n	0.0132353299707355	0.636363636363636	0.23643312187173	Red
X2.Methylpropanamine_C4.H11.N_73.089_74.096_p	0.00923709604708858	0.611570247933884	0.193445281531416	Red
L.Threonine_C4.H9.N.O3_119.058_120.065_p	0.00864718227956326	0.59504132231405	0.164786721304539	Red
X_NA_89.5_90.507_p	0.00805134376307725	0.578512396694215	0.136128161077663	Red
Ampelomin.B_C7.H12.O3_144.079_145.086_p	0.00200994464508599	0.859504132231405	0.623323684934561	Red
X_C4.H10.N4.O4_178.07_177.063_n	0.00154933214247353	0.826446280991736	0.566006564480809	Red
X_NA_146.997_148.004_p	0.00070734588633319	0.826446280991736	0.566006564480809	Red
Hexanoylcarnitine_C13.H25.N.O4_259.178_260.186_p	0.00156943676058947	0.818181818181818	0.551677284367371	Red
X_C3.H4.N2.O3_116.022_115.015_n	0.00243582589265445	0.809917355371901	0.537348004253932	Red
X_C7.H14.N4.O4_218.101_219.109_p	0.0012707309735641	0.809917355371901	0.537348004253932	Red
Creatine_C4.H9.N3.O2_131.069_132.077_p	0.00318949400189312	0.801652892561983	0.523018724140494	Red
X_C6.H3.N2.O7.P_245.967_268.957_p	0.00150974930246591	0.793388429752066	0.508689444027056	Red
X_C7.H15.Cl.N4.O3_238.083_239.091_p.2	0.001833887157736	0.785123966942149	0.494360163913618	Red
X_C8.H15.Cl.N2.O3_222.077_223.084_p.3	0.000729275795022104	0.776859504132231	0.480030883800179	Red
