names	A_loading	corrs	color
c.0.HSPA1A	1	0.17987832175706	Red
c.0.HSPA1B	1	0.201219817558745	Red
c.16.CCL2	0.0387448001168263	0.0479094803711298	Red
c.10.HSPH1	0.0377985112788174	0.222125772629784	Red
c.12.HSPD1	0.0352958741285187	-0.00348432584517308	Blue
c.10.HSPA6	0.0298042150379857	0.182140568131479	Red
c.9.CCL22	0.0286697276495975	-0.331446496022089	Blue
c.0.FLG2	0.0269267171297465	-0.190766840023226	Blue
c.9.HSPH1	0.0267166114520585	0.108885182661659	Red
c.0.KRT16	0.0256670227425276	0.23170766870401	Red
c.3.SLPI	0.00231672071271371	-0.649391229394132	Blue
c.3.TPPP3	0.00174744288093977	-0.638502711127966	Blue
c.10.FOS	0.00668860041694074	0.636325007474733	Red
c.10.TXNIP	0.000315304160902792	0.635889466744086	Red
c.10.KLF6	0.00157427487021307	0.632405140898913	Red
c.3.TNC	0.000613854875965231	0.621516622632747	Red
c.4.CXCL3	0.00286777823213884	0.607579319252055	Red
c.3.TNXB	0.00145061827244981	-0.604094993406882	Blue
c.5.IGFBP5	0.000488251041387507	-0.597126341716536	Blue
c.13.CCDC80	0.000302718924584452	0.588415527103603	Red
